Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result,Match ID,ta_avg_rating,ta_avg_acs,ta_avg_kd,ta_avg_adr,ta_avg_fk,ta_avg_hs,ta_eco_$ (won),ta_eco_$$ (won),ta_eco_$$$ (won),ta_eco_Eco (won),ta_eco_Pistol Won,ta_total_2k,ta_total_3k,ta_total_4k,ta_total_5k,ta_total_clutches,ta_draft_ban,ta_draft_pick,tb_avg_rating,tb_avg_acs,tb_avg_kd,tb_avg_adr,tb_avg_fk,tb_avg_hs,tb_eco_$ (won),tb_eco_$$ (won),tb_eco_$$$ (won),tb_eco_Eco (won),tb_eco_Pistol Won,tb_total_2k,tb_total_3k,tb_total_4k,tb_total_5k,tb_total_clutches,tb_draft_ban,tb_draft_pick,team_a_won
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,LOUD,0,2,LOUD won,248270,0.9226666666666666,181.13333333333333,-2.4,123.6,2.933333333333333,18.133333333333333,0.0,4.0,28.0,2.0,2.0,36.0,18.0,2.0,0.0,2.0,2.0,1.0,1.0993333333333333,195.53333333333333,2.4,127.06666666666666,2.8,26.33333333333333,0.0,20.0,26.0,6.0,6.0,56.0,18.0,2.0,0.0,4.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,FUT Esports,2,0,Paper Rex won,248271,1.1726666666666667,218.6,5.6,138.8,3.066666666666667,27.33333333333333,0.0,8.0,36.0,8.0,8.0,58.0,22.0,4.0,2.0,0.0,2.0,1.0,0.8113333333333334,177.46666666666667,-5.6,126.0,2.2666666666666666,25.133333333333333,2.0,4.0,20.0,2.0,0.0,38.0,12.0,0.0,0.0,6.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,Bilibili Gaming,2,0,DRX won,248272,1.086,204.6,1.8666666666666667,134.26666666666668,3.733333333333333,29.4,0.0,14.0,34.0,4.0,4.0,68.0,12.0,4.0,0.0,6.0,2.0,1.0,0.9533333333333334,190.9333333333333,-1.8666666666666667,121.4,2.2666666666666666,23.6,2.0,8.0,24.0,4.0,4.0,52.0,20.0,0.0,4.0,6.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,EDward Gaming,2,1,Evil Geniuses won,248273,1.182,220.4,3.9,144.7,4.1,27.0,4.0,12.0,52.0,8.0,6.0,84.0,34.0,6.0,2.0,8.0,2.0,1.0,0.8494999999999999,183.85,-3.9,122.65,2.1,26.1,4.0,14.0,24.0,6.0,6.0,82.0,12.0,4.0,0.0,2.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,FUT Esports,2,0,FNATIC won,248278,1.2340000000000002,213.8,6.4,137.86666666666667,3.8666666666666663,28.4,0.0,16.0,28.0,8.0,8.0,52.0,20.0,4.0,0.0,4.0,2.0,1.0,0.7613333333333333,155.06666666666666,-6.4,103.33333333333331,1.4666666666666666,34.06666666666667,2.0,2.0,24.0,0.0,0.0,30.0,10.0,2.0,0.0,2.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,EDward Gaming,1,2,EDward Gaming won,248279,0.874,195.0,-2.1,127.45,4.0,25.05,0.0,22.0,30.0,6.0,6.0,88.0,16.0,8.0,0.0,10.0,2.0,1.0,1.1105,209.5,2.1,137.25,2.8,26.05,2.0,20.0,50.0,6.0,6.0,120.0,8.0,8.0,0.0,6.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,LOUD,Paper Rex,1,2,Paper Rex won,248274,1.138,213.35,2.5,136.6,3.5,26.65,4.0,22.0,38.0,8.0,8.0,88.0,26.0,6.0,0.0,2.0,2.0,1.0,0.8925000000000001,185.85,-2.6,123.45,3.1,23.75,4.0,16.0,36.0,4.0,4.0,72.0,28.0,6.0,2.0,8.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,DRX,Evil Geniuses,0,2,Evil Geniuses won,248275,0.7739999999999999,175.0,-6.0,116.4,2.933333333333333,27.866666666666667,2.0,16.0,6.0,2.0,2.0,52.0,2.0,0.0,0.0,6.0,2.0,1.0,1.218,218.26666666666668,6.0,140.6,2.2666666666666666,24.133333333333333,0.0,6.0,40.0,6.0,6.0,66.0,16.0,4.0,2.0,2.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,LOUD,EDward Gaming,2,1,LOUD won,248281,1.1315,212.05,3.0,139.6,3.9,26.1,2.0,14.0,50.0,8.0,8.0,70.0,40.0,8.0,2.0,6.0,2.0,1.0,0.9095,189.2,-3.0,127.65,2.7,29.65,0.0,20.0,32.0,6.0,4.0,66.0,26.0,12.0,0.0,4.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,FNATIC,1,2,FNATIC won,248280,0.971,181.5,-1.5,118.3,2.1,30.7,2.0,16.0,30.0,8.0,8.0,66.0,14.0,8.0,0.0,4.0,2.0,1.0,1.031,186.95,1.5,121.1,3.4,27.2,0.0,18.0,32.0,4.0,4.0,62.0,22.0,4.0,0.0,4.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Paper Rex,Evil Geniuses,2,1,Paper Rex won,248276,1.0565,209.9,1.1,139.2,3.3,24.25,0.0,24.0,50.0,2.0,2.0,92.0,34.0,2.0,0.0,14.0,2.0,1.0,0.9645,198.65,-1.3,133.7,4.0,22.6,2.0,22.0,36.0,10.0,10.0,82.0,38.0,8.0,0.0,14.0,2.0,1.0,1
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,FNATIC,LOUD,1,2,LOUD won,248282,0.8699999999999999,189.3,-2.6,128.3,2.3,23.8,0.0,26.0,18.0,4.0,4.0,66.0,28.0,0.0,0.0,4.0,2.0,1.0,1.1425,206.9,2.5,134.05,3.6,22.7,0.0,22.0,40.0,8.0,8.0,84.0,28.0,2.0,0.0,8.0,2.0,1.0,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Evil Geniuses,LOUD,3,2,Evil Geniuses won,248283,0.99,206.06666666666663,-0.0666666666666666,134.73333333333332,3.333333333333333,25.8,6.0,24.0,66.0,14.0,10.0,142.0,36.0,6.0,2.0,16.0,1.0,2.0,1.026,208.66666666666663,0.0,136.1,3.6666666666666665,22.566666666666663,4.0,36.0,50.0,10.0,10.0,124.0,52.0,8.0,0.0,8.0,1.0,2.0,1
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Paper Rex,Evil Geniuses,1,3,Evil Geniuses won,248277,0.9344,191.96,-3.6,128.56,3.6,26.36,4.0,26.0,40.0,6.0,6.0,114.0,28.0,2.0,0.0,6.0,2.0,2.0,1.094,213.72,3.6,142.36,3.44,25.2,2.0,32.0,56.0,10.0,10.0,130.0,38.0,10.0,2.0,10.0,0.0,2.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,MIBR,KRÜ Esports,0,2,KRÜ Esports won,232729,0.8946666666666666,183.0,-3.333333333333333,124.33333333333331,2.6666666666666665,24.8,0.0,10.0,18.0,2.0,2.0,40.0,12.0,0.0,2.0,0.0,2.0,1.0,1.147333333333333,208.86666666666667,3.333333333333333,132.33333333333334,2.8,24.466666666666665,2.0,10.0,34.0,6.0,6.0,56.0,20.0,2.0,2.0,8.0,2.0,1.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,FURIA,KRÜ Esports,1,2,KRÜ Esports won,232731,0.914,195.4,-1.8,125.95,3.2,25.4,2.0,10.0,36.0,10.0,8.0,80.0,20.0,6.0,0.0,4.0,2.0,1.0,1.075,203.5,1.8,128.85,3.5,26.05,0.0,12.0,56.0,10.0,4.0,66.0,38.0,6.0,0.0,10.0,2.0,1.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Sentinels,100 Thieves,2,1,Sentinels won,232730,1.1115,205.55,2.7,139.1,3.5,27.0,4.0,14.0,52.0,6.0,6.0,100.0,22.0,6.0,0.0,8.0,2.0,1.0,0.9085,190.5,-2.7,125.85,3.1,26.65,2.0,10.0,38.0,6.0,6.0,66.0,32.0,0.0,2.0,6.0,2.0,1.0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Cloud9,Sentinels,2,1,Cloud9 won,232732,1.023,200.55,-0.3,131.75,2.9,29.65,4.0,22.0,28.0,8.0,8.0,74.0,24.0,6.0,2.0,4.0,2.0,1.0,1.0275,204.2,0.3,134.85,3.1,24.15,4.0,20.0,30.0,4.0,4.0,88.0,8.0,8.0,2.0,4.0,2.0,1.0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,LEVIATÁN vs KRÜ Esports,LEVIATÁN,KRÜ Esports,0,2,KRÜ Esports won,232733,0.8019999999999999,182.33333333333331,-4.4,124.73333333333332,1.6,24.8,2.0,10.0,10.0,2.0,2.0,34.0,12.0,2.0,0.0,2.0,2.0,1.0,1.212,214.0,4.4,143.53333333333333,3.466666666666667,30.4,0.0,12.0,34.0,6.0,6.0,46.0,22.0,4.0,0.0,4.0,2.0,1.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Cloud9,KRÜ Esports,1,2,KRÜ Esports won,232734,0.893,189.2,-2.7,126.75,2.3,25.85,0.0,12.0,26.0,8.0,8.0,58.0,16.0,4.0,0.0,2.0,2.0,1.0,1.1285,209.5,2.7,139.65,3.0,26.3,0.0,10.0,46.0,4.0,4.0,72.0,20.0,2.0,0.0,6.0,2.0,1.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs LEVIATÁN,Sentinels,LEVIATÁN,0,2,Leviatán won,232736,0.7833333333333333,175.93333333333334,-5.333333333333333,119.06666666666666,2.0,26.666666666666668,0.0,4.0,18.0,2.0,2.0,46.0,10.0,0.0,0.0,0.0,2.0,1.0,1.2306666666666668,224.06666666666663,5.333333333333333,143.53333333333333,3.066666666666667,23.266666666666666,0.0,12.0,32.0,8.0,6.0,54.0,20.0,4.0,0.0,4.0,2.0,1.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Cloud9 vs LEVIATÁN,Cloud9,LEVIATÁN,2,3,Leviatán won,232737,0.914,185.16666666666663,-3.733333333333333,120.96666666666668,2.933333333333333,23.366666666666667,2.0,30.0,66.0,10.0,8.0,150.0,32.0,2.0,0.0,22.0,1.0,2.0,1.099,213.03333333333333,3.733333333333333,140.76666666666668,4.333333333333333,23.866666666666667,0.0,30.0,68.0,12.0,12.0,154.0,36.0,10.0,0.0,2.0,1.0,2.0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,KRÜ Esports vs LEVIATÁN,KRÜ Esports,LEVIATÁN,3,1,KRÜ Esports won,232735,1.0884,195.72,2.48,128.12,3.52,24.92,2.0,12.0,70.0,10.0,8.0,94.0,36.0,2.0,0.0,12.0,2.0,2.0,0.9184,181.0,-2.48,123.0,2.96,21.32,2.0,28.0,28.0,10.0,8.0,78.0,22.0,6.0,0.0,4.0,0.0,2.0,1
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Knockout Round,Team Heretics vs KOI,Team Heretics,KOI,1,2,KOI won,235363,0.8115,172.8,-4.0,112.8,2.7,29.2,2.0,20.0,26.0,6.0,6.0,56.0,20.0,4.0,0.0,2.0,2.0,1.0,1.1895,209.3,3.9,135.4,3.6,23.9,0.0,32.0,34.0,6.0,6.0,84.0,26.0,6.0,0.0,8.0,2.0,1.0,0
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Knockout Round,BBL Esports vs Karmine Corp,BBL Esports,Karmine Corp,1,2,Karmine Corp won,235364,0.917,187.1,-2.7,126.75,2.7,27.2,0.0,24.0,40.0,6.0,6.0,76.0,20.0,10.0,2.0,4.0,2.0,1.0,1.0965,198.35,2.7,130.55,4.7,30.3,0.0,16.0,56.0,6.0,6.0,88.0,32.0,4.0,0.0,2.0,2.0,1.0,0
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Upper Semifinals,Natus Vincere vs KOI,Natus Vincere,KOI,0,2,KOI won,235365,0.7273333333333334,168.2,-6.133333333333334,115.8,2.533333333333333,32.46666666666667,0.0,12.0,6.0,0.0,0.0,32.0,14.0,0.0,0.0,4.0,2.0,1.0,1.2586666666666666,221.6,6.133333333333334,139.46666666666667,2.1333333333333333,18.866666666666667,2.0,24.0,18.0,8.0,8.0,54.0,22.0,2.0,0.0,6.0,2.0,1.0,0
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Upper Semifinals,Giants Gaming vs Karmine Corp,Giants Gaming,Karmine Corp,2,0,Giants Gaming won,235366,1.1006666666666665,209.06666666666663,2.2666666666666666,138.93333333333334,2.933333333333333,24.066666666666663,0.0,20.0,26.0,6.0,6.0,54.0,30.0,0.0,0.0,8.0,2.0,1.0,0.8966666666666666,187.53333333333333,-2.2666666666666666,124.66666666666669,2.6666666666666665,30.4,0.0,20.0,10.0,2.0,2.0,58.0,14.0,2.0,0.0,4.0,2.0,1.0,1
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Upper Final,KOI vs Giants Gaming,KOI,Giants Gaming,0,2,Giants Gaming won,235367,0.818,165.46666666666667,-4.933333333333334,106.8,2.2666666666666666,25.6,0.0,14.0,16.0,4.0,2.0,42.0,16.0,0.0,0.0,4.0,2.0,1.0,1.204,208.2,4.933333333333334,135.33333333333334,3.6,25.6,0.0,18.0,30.0,6.0,6.0,58.0,16.0,8.0,0.0,2.0,2.0,1.0,0
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,Karmine Corp,2,1,Natus Vincere won,235371,1.116,206.8,2.4,138.65,2.9,31.5,4.0,26.0,30.0,6.0,4.0,86.0,20.0,2.0,0.0,8.0,2.0,1.0,0.93,181.4,-2.4,119.2,3.0,30.7,2.0,20.0,22.0,8.0,8.0,68.0,28.0,2.0,0.0,4.0,2.0,1.0,1
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Lower Final,KOI vs Natus Vincere,KOI,Natus Vincere,0,3,Natus Vincere won,235372,0.905,180.2,-3.7,119.55,3.4,22.15,2.0,20.0,36.0,4.0,4.0,68.0,30.0,2.0,0.0,12.0,1.0,2.0,1.1015,203.0,3.7,136.35,3.7,28.95,0.0,18.0,54.0,8.0,8.0,88.0,34.0,6.0,4.0,2.0,1.0,2.0,0
Champions Tour 2023: EMEA Last Chance Qualifier,Playoffs,Grand Final,Giants Gaming vs Natus Vincere,Giants Gaming,Natus Vincere,3,0,Giants Gaming won,235368,1.1585,219.45,4.5,145.1,3.7,28.3,4.0,22.0,44.0,8.0,6.0,110.0,34.0,6.0,0.0,4.0,2.0,2.0,0.8290000000000001,184.4,-4.5,123.95,2.9,36.9,0.0,20.0,26.0,8.0,6.0,78.0,20.0,4.0,0.0,10.0,0.0,2.0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Talon Esports vs DetonatioN FocusMe,Talon Esports,DetonatioN FocusMe,2,0,Talon Esports won,237266,1.1373333333333333,212.0,3.6,134.86666666666667,3.2,29.0,0.0,18.0,28.0,6.0,6.0,54.0,26.0,4.0,0.0,4.0,2.0,1.0,0.8625,178.4375,-3.375,117.1875,2.125,31.0625,2.0,6.0,20.0,2.0,2.0,34.0,16.0,6.0,0.0,0.0,2.0,1.0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,Global Esports,2,0,Rex Regum Qeon won,237267,1.044375,205.5625,0.5,129.8125,2.25,23.25,2.0,16.0,30.0,4.0,4.0,70.0,20.0,4.0,0.0,6.0,2.0,1.0,0.9733333333333332,201.6,-0.5333333333333333,131.66666666666666,3.733333333333333,24.33333333333333,2.0,16.0,18.0,4.0,4.0,48.0,24.0,2.0,0.0,4.0,2.0,1.0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Gen.G vs Talon Esports,Gen.G,Talon Esports,2,1,Gen.G won,237268,1.0550000000000002,202.6,-0.2,131.2,3.7,24.45,0.0,30.0,38.0,10.0,8.0,98.0,34.0,2.0,0.0,10.0,2.0,1.0,0.9745,199.05,0.1,130.95,3.8,30.1,2.0,12.0,52.0,6.0,4.0,104.0,24.0,8.0,0.0,6.0,2.0,1.0,1
